headword,CEFR,lemma,pos,spanish
reluctant,B2,reluctant,ADJ,reacio
rely,B1,rely,VERB,confiar
remain,A2,remain,VERB,permanecer
remainder,B1,remainder,NOUN,resto
remaining,B2,remain,VERB,restante
remains,B2,remain,VERB,restos
remark,B2,remark,NOUN,observación
remark,B1,remark,NOUN,observación
remarkable,B1,remarkable,ADJ,notable
remarkably,B2,remarkably,ADV,extraordinariamente
remedy,B1,remedy,NOUN,recurso
remember,A1,remember,VERB,recordar
remembrance,B1,remembrance,NOUN,recuerdo
remind,A2,remind,VERB,recordar
reminder,B2,reminder,NOUN,recordatorio
remote,A2,remote,ADJ,remoto
remote control,B1,remote,ADJ,mando a distancia
remove,B1,remove,VERB,eliminar
renew,B1,renew,VERB,renovar
rent,A2,rent,NOUN,alquilar
rent,A2,rent,NOUN,alquilar
rental,B2,rental,NOUN,alquiler
reorganize/reorganise,B2,reorganize,VERB,reorganizar / reorganizar
repaint,B2,repaint,NOUN,repintar
repair,A2,repair,NOUN,reparar
repair,A2,repair,NOUN,reparar
repay,B1,repay,NOUN,pagar
repeat,A1,repeat,VERB,repetir
repeatedly,B1,repeatedly,ADV,repetidamente
repertoire,B2,repertoire,NOUN,repertorio
repetition,B2,repetition,NOUN,repetición
replace,A2,replace,VERB,reemplazar
replacement,B2,replacement,NOUN,reemplazo
replica,B2,replica,NOUN,réplica
reply,A2,reply,NOUN,responder
reply,B1,reply,NOUN,responder
report,A2,report,VERB,informe
report,B1,report,VERB,informe
reporter,A1,reporter,NOUN,reportero
represent,A2,represent,VERB,representar
representative,B1,representative,NOUN,representante
repress,B2,repress,NOUN,reprimir
repression,B2,repression,NOUN,represión
reprint,B2,reprint,NOUN,reimpresión
reproduce,B1,reproduce,VERB,reproducir
reprove,B2,reprove,ADV,reprender
republic,B1,republic,NOUN,república
reputation,B1,reputation,NOUN,reputación
request,A2,request,NOUN,pedido
request,B1,request,NOUN,pedido
require,B1,require,VERB,requerir
requirement,B1,requirement,NOUN,requisito
rescue,B1,rescue,NOUN,rescate
rescue,B1,rescue,NOUN,rescate
research,A2,research,NOUN,investigación
research,B2,research,NOUN,investigación
researcher,B1,researcher,NOUN,investigador
resemble,B1,resemble,VERB,parecerse
reservation,B1,reservation,NOUN,reserva
reserve,B1,reserve,NOUN,reservar
reserve,B1,reserve,NOUN,reservar
residence,B2,residence,NOUN,residencia
resident,B1,resident,NOUN,residente
resident,B2,resident,NOUN,residente
residential,B1,residential,ADJ,Residencial
resign,B2,resign,NOUN,renunciar
resignation,B2,resignation,NOUN,renuncia
resist,B1,resist,VERB,resistir
resistance,B2,resistance,NOUN,resistencia
resolution,B2,resolution,NOUN,resolución
resolve,B1,resolve,VERB,resolver
resonant,B2,resonant,VERB,resonante
resort,B1,resort,NOUN,complejo
resource,B1,resource,NOUN,recurso
respect,B1,respect,NOUN,respeto
respect,B1,respect,NOUN,respeto
respectable,B1,respectable,ADJ,respetable
respectably,B2,respectably,ADV,respetablemente
respected,B2,respect,VERB,respetado
respiration,B2,respiration,NOUN,respiración
respiratory,B2,respiratory,ADJ,respiratorio
respond,B1,respond,VERB,responder
response,A2,response,NOUN,respuesta
responsibility,B1,responsibility,NOUN,responsabilidad
responsible,B1,responsible,ADJ,responsable
rest,B1,rest,VERB,descansar
rest,B1,rest,VERB,descansar
restaurant,A1,restaurant,NOUN,restaurante
restore,B1,restore,VERB,restaurar
restrict,B1,restrict,VERB,restringir
restriction,B2,restriction,NOUN,restricción
result,A1,result,VERB,resultado
result,B1,result,VERB,resultado
resume,B2,resume,VERB,reanudar
retail,B1,retail,NOUN,minorista
retailer,B2,retailer,NOUN,detallista
retain,B1,retain,VERB,retener
retard,B2,retard,NOUN,retardar
retell,B1,retell,VERB,volver a contar
retina,B2,retina,PROPN,retina
retire,A2,retire,VERB,retirarse
retired,A2,retire,VERB,jubilado
retirement,B2,retirement,NOUN,jubilación
retreat,B2,retreat,NOUN,retiro
retreat,B2,retreat,NOUN,retiro
retrieve,B2,retrieve,NOUN,recuperar
retrospect,B1,retrospect,VERB,retrospección
return,A2,return,VERB,devolver
return,A2,return,VERB,devolver
reunification,B1,reunification,NOUN,reunificación
reunify,B1,reunify,VERB,reunificar
reunion,A2,reunion,NOUN,reunión
reveal,A2,reveal,VERB,revelar
revelation,B2,revelation,NOUN,revelación
revenge,B2,revenge,NOUN,venganza
revenue,B2,revenue,NOUN,ganancia
reverence,B2,reverence,NOUN,reverencia
reverse,B2,reverse,VERB,contrarrestar
review,A1,review,VERB,revisar
review,B2,review,VERB,revisar
revise,B1,revise,VERB,revisar
revision,B1,revision,NOUN,revisión
revival,B2,revival,NOUN,renacimiento
revive,B2,revive,VERB,reanimar
revolution,B2,revolution,NOUN,revolución
revolutionary,B2,revolutionary,PROPN,revolucionario
revolutionize/revolutionise,B2,revolutionize,PROPN,revolucionar / revolucionar
revolve,B2,revolve,NOUN,girar
reward,B1,reward,NOUN,premio
reward,B2,reward,NOUN,premio
rewrite,B1,rewrite,VERB,volver a escribir
rhinoceros,B2,rhinoceros,PROPN,rinoceronte
rhyme,B2,rhyme,PROPN,rima
rhythm,A2,rhythm,PROPN,ritmo
rhythmic,B2,rhythmic,ADJ,rítmico
rib,B2,rib,NOUN,costilla
ribbon,A1,ribbon,VERB,cinta
rice,A1,rice,NOUN,arroz
rich,A1,rich,ADJ,rico
rid,B1,rid,VERB,deshacerse
riddle,B2,riddle,NOUN,enigma
riddle,B1,riddle,NOUN,enigma
ride,A1,ride,VERB,conducir
ride,A1,ride,VERB,conducir
rider,B2,rider,VERB,jinete
ridge,B2,ridge,PROPN,cresta
ridiculous,B1,ridiculous,ADJ,ridículo
right,A1,right,INTJ,bien
right,A1,right,INTJ,bien
right,A2,right,INTJ,bien
righteousness,B2,righteousness,NOUN,justicia
right-hand,A2,right,ADJ,mano derecha
rightly,B2,rightly,ADV,correctamente
rim,B2,rim,NOUN,borde
ring,A2,ring,NOUN,anillo
ring,A1,ring,NOUN,anillo
rip,B2,rip,VERB,rotura
ripe,B1,ripe,ADJ,maduro
rise,B1,rise,VERB,elevar
rise,B1,rise,VERB,elevar
risk,B1,risk,NOUN,riesgo
risk,B2,risk,NOUN,riesgo
risky,B2,risky,ADJ,arriesgado
rite,B2,rite,ADJ,rito
ritual,B2,ritual,ADJ,ritual
rival,B2,rival,PROPN,rival
river,A1,river,NOUN,río
road,A2,road,NOUN,camino
roadside,B1,roadside,NOUN,borde del camino
roam,B2,roam,PROPN,vagar
roar,B2,roar,NOUN,rugido
roast,B2,roast,NOUN,asar
roast,A2,roast,NOUN,asar
rob,A2,rob,PROPN,robar
robbery,A2,robbery,NOUN,robo
robin,A2,robin,PROPN,petirrojo
robot,B1,robot,NOUN,robot
rock,A2,rock,NOUN,roca
rock,B2,rock,NOUN,roca
rocket,B2,rocket,NOUN,cohete
rocky,B2,rocky,ADJ,rocoso
role,A1,role,NOUN,role
roll,A2,roll,NOUN,rollo
roll,B2,roll,NOUN,rollo
rolling,B1,roll,VERB,laminación
romance,A2,romance,NOUN,romance
romantic,A2,romantic,ADJ,romántico
roof,A2,roof,NOUN,techo
room,A1,room,NOUN,habitación
room,B1,room,NOUN,habitación
roommate,B2,roommate,NOUN,compañero de cuarto
root,A2,root,NOUN,raíz
rope,A2,rope,NOUN,soga
rose,A1,rise,VERB,rosa
rosy,B2,rosy,ADJ,rosado
rotten,B1,rotten,ADJ,podrido
rough,B1,rough,ADJ,bruto
roughly,A2,roughly,ADV,apenas
round,B1,round,ADJ,redondo
round,A2,round,ADJ,redondo
round,B1,round,ADJ,redondo
round,B2,round,ADJ,redondo
round,B2,round,ADJ,redondo
roundabout,A2,roundabout,VERB,rotonda
route,B2,route,NOUN,ruta
routine,B1,routine,ADJ,rutina
row,A1,row,NOUN,fila
row,B2,row,NOUN,fila
royal,A2,royal,PROPN,real
royalty,B2,royalty,NOUN,realeza
rub,B2,rub,PROPN,frotar
rubber,B1,rubber,NOUN,goma
rubbish,B1,rubbish,NOUN,basura
rubble,B2,rubble,NOUN,escombros
rude,A1,rude,NOUN,brusco
rudely,B1,rudely,ADV,groseramente
rug,B2,rug,NOUN,alfombra
rugby,A2,rugby,VERB,rugby
ruin,B1,ruin,NOUN,ruina
ruin,A2,ruin,NOUN,ruina
ruinous,B2,ruinous,ADJ,ruinoso
rule,A1,rule,NOUN,regla
rule,B2,rule,NOUN,regla
ruler,A1,ruler,NOUN,gobernante
rumor/rumour,A2,rumor,NOUN,rumor/rumor
run,A1,run,VERB,correr
run,A1,run,VERB,correr
runaway,B1,runaway,ADJ,fugitivo
runner,A2,runner,PROPN,corredor
running,A2,run,VERB,correr
runway,B1,runway,NOUN,pista
rural,B2,rural,ADJ,rural
rush,A2,rush,NOUN,correr
rush,B1,rush,NOUN,correr
rush hour,B2,rush,NOUN,hora punta
rusty,B2,rusty,ADJ,oxidado
's,A1,'s,PART,'s
sack,B2,sack,NOUN,bolsa
sacred,B1,sacred,ADJ,sagrado
sad,A1,sad,ADJ,triste
sadly,A2,sadly,ADV,desafortunadamente
sadness,B1,sadness,NOUN,tristeza
safari,B1,safari,PROPN,safari
safe,A2,safe,ADJ,seguro
safeguard,B1,safeguard,NOUN,salvaguardia
safeguard,B2,safeguard,NOUN,salvaguardia
safely,B1,safely,ADV,sin peligro
safety,B1,safety,NOUN,seguridad
sag,B2,sag,PROPN,hundimiento
sage,B2,sage,NOUN,sabio
sail,B2,sail,NOUN,navegar
sailing,A2,sailing,NOUN,navegación
sailor,A1,sailor,NOUN,marinero
sake,A2,sake,NOUN,beneficio
salad,A1,salad,NOUN,ensalada
salary,B2,salary,NOUN,salario
sale,A1,sale,NOUN,venta
salesman,B1,salesman,NOUN,vendedor
salesmanship,B2,salesmanship,NOUN,arte de vender
salesperson,B2,salesperson,PROPN,vendedor
saleswoman,B2,saleswoman,NOUN,vendedora
salmon,B1,salmon,NOUN,salmón
salon,B2,salon,NOUN,salón
salsa,B2,salsa,NOUN,salsa
salt,A2,salt,NOUN,sal
salty,B2,salty,ADJ,salado
same,A1,same,ADJ,mismo
same,A1,same,ADJ,mismo
same,A1,same,ADJ,mismo
sample,A2,sample,NOUN,muestra
sand,B1,sand,NOUN,arena
sandal,B1,sandal,NOUN,sandalia
sandstone,B2,sandstone,NOUN,arenisca
sandwich,A1,sandwich,NOUN,sándwich
sandy,A2,sandy,NOUN,arenoso
sanitary,B2,sanitary,PROPN,sanitario
sanitation,B2,sanitation,NOUN,saneamiento
satellite,B1,satellite,NOUN,satélite
satisfaction,B1,satisfaction,NOUN,satisfacción
satisfactory,B2,satisfactory,ADJ,satisfactorio
satisfied,B1,satisfy,VERB,satisfecho
satisfy,A2,satisfy,NOUN,satisfacer
Saturday,A1,Saturday,PROPN,Sábado
sauce,A2,sauce,VERB,salsa
saucepan,B1,saucepan,VERB,cacerola
saucer,B1,saucer,NOUN,platillo
sausage,A2,sausage,NOUN,embutido
save,A1,save,VERB,ahorrar
saving/savings,B2,saving,NOUN,ahorro/ahorro
saw,A1,see,VERB,sierra
saw,B2,see,VERB,sierra
say,B2,say,VERB,decir
say,A1,say,VERB,decir
scale,A2,scale,NOUN,escala
scan,B1,scan,PROPN,escanear
scan,B2,scan,PROPN,escanear
scandal,B2,scandal,NOUN,escándalo
scar,B2,scar,NOUN,cicatriz
scarcely,B2,scarcely,ADV,apenas
scare,B1,scare,NOUN,susto
scared,B1,scar,VERB,asustado
scarf,A2,scarf,VERB,bufanda
scarlet,B2,scarlet,NOUN,escarlata
scary,B1,scary,ADJ,aterrador
scatter,B1,scatter,PROPN,dispersión
scene,A2,scene,NOUN,escena
scenery,A2,scenery,NOUN,escenario
scenic,B1,scenic,ADJ,escénico
scent,B2,scent,NOUN,aroma
schedule,A2,schedule,NOUN,cronograma
schedule,B2,schedule,NOUN,cronograma
scheduled,B2,schedule,VERB,programado
scheme,B2,scheme,NOUN,esquema
scholar,B1,scholar,NOUN,erudito
scholarship,B1,scholarship,NOUN,beca
scholasticism,B2,scholasticism,NOUN,escolástica
school,A1,school,NOUN,escuela
schoolchild,A2,schoolchild,VERB,alumno
schoolgirl,B2,schoolgirl,PROPN,colegiala
schoolmate,B1,schoolmate,ADJ,compañero de escuela
schoolteacher,B1,schoolteacher,NOUN,maestro
schoolwork,A2,schoolwork,NOUN,Trabajo escolar
science,A1,science,NOUN,ciencia
science fiction,B1,science,NOUN,ciencia ficción
scientific,A2,scientific,ADJ,científico
scientifically,B2,scientifically,ADV,científicamente
scientist,A1,scientist,PROPN,científico
scissors,A2,scissor,NOUN,tijeras
scold,B1,scold,VERB,regañar
scooter,B2,scooter,PROPN,scooter
scope,B1,scope,NOUN,alcance
score,B1,score,VERB,puntaje
score,B1,score,VERB,puntaje
scramble,B2,scramble,VERB,lucha
scratch,B1,scratch,NOUN,rascar
scratch,B2,scratch,NOUN,rascar
scream,A2,scream,VERB,gritar
scream,B1,scream,VERB,gritar
screen,A2,screen,PROPN,pantalla
screen,B2,screen,PROPN,pantalla
screw,A2,screw,VERB,tornillo
screw,B2,screw,VERB,tornillo
scribble,B2,scribble,ADJ,garabato
script,A2,script,NOUN,guion
scrooge,B2,scrooge,PROPN,tacaño
scuba,B2,scuba,PROPN,escafandra autónoma
sculpture,B1,sculpture,NOUN,escultura
scythe,B2,scythe,X,guadaña
sea,A1,sea,NOUN,mar
seafood,A2,seafood,NOUN,mariscos
seal,B2,seal,NOUN,sello
search,A2,search,NOUN,buscar
search,B1,search,NOUN,buscar
seaside,A2,seaside,PROPN,playa
season,B1,season,NOUN,estación
seasonal,B2,seasonal,ADJ,estacional
seat,A1,seat,NOUN,asiento
seawater,B1,seawater,NOUN,agua de mar
seaweed,B1,seaweed,VERB,alga
second,A1,second,ADJ,segundo
second,B1,second,ADJ,segundo
second,A2,second,ADJ,segundo
second,A2,second,ADJ,segundo
second person,B2,second,ADJ,segunda persona
secondary,B2,secondary,ADJ,secundario
secondary school,B1,secondary,ADJ,Escuela secundaria
second-hand,B1,second,ADJ,de segunda mano
second-hand,B1,second,ADJ,de segunda mano
secondly,B2,secondly,ADV,en segundo lugar
secret,B1,secret,ADJ,secreto
secret,A2,secret,ADJ,secreto
secretary,A2,secretary,NOUN,secretario
secretly,B1,secretly,ADV,secretamente
section,A1,section,NOUN,sección
sector,B2,sector,NOUN,sector
secure,B1,secure,ADJ,seguro
security,B1,security,NOUN,seguridad
see,A1,see,VERB,ver
seed,A2,seed,NOUN,semilla
seek,A2,seek,VERB,buscar
seem,A2,seem,VERB,parecer
seesaw,B2,seesaw,NOUN,balancín
segment,B2,segment,NOUN,segmento
seize,B1,seize,VERB,aprovechar
seldom,B2,seldom,ADV,rara vez
select,B1,select,ADJ,seleccionar
select,B2,select,ADJ,seleccionar
selection,B1,selection,NOUN,selección
self,A1,self,NOUN,ser
self-confidence,B2,self,NOUN,confianza en sí mismo
self-confident,B2,self,NOUN,seguro de si mismo
selfish,B1,selfish,ADJ,egoísta
selfless,B2,selfless,PROPN,desinteresado
self-service,B1,self,NOUN,autoservicio
sell,A1,sell,VERB,vender
seller,B2,seller,NOUN,vendedor
semester,A2,semester,NOUN,semestre
semicolon,B2,semicolon,PROPN,punto y coma
semi-final,B2,semi,ADJ,semifinal
seminar,B2,seminar,NOUN,seminario
senator,B2,senator,PROPN,senador
send,A2,send,VERB,enviar
senior,A2,senior,ADJ,sénior
senior,A2,senior,ADJ,sénior
sensation,B1,sensation,NOUN,sensación
sense,A2,sense,NOUN,sentido
sense,B2,sense,NOUN,sentido
sensible,B2,sensible,PROPN,sensitivo
sensitive,B2,sensitive,ADJ,sensible
sentence,A1,sentence,NOUN,oración
sentence,B2,sentence,NOUN,oración
separate,A2,separate,ADJ,separado
separate,B2,separate,ADJ,separado
separately,B2,separately,ADV,por separado
separation,B1,separation,NOUN,separación
September,A1,September,PROPN,Septiembre
sequence,B1,sequence,NOUN,secuencia
serene,B2,serene,ADJ,sereno
serial,B2,serial,NOUN,de serie
series,B1,series,PROPN,serie
serious,B1,serious,ADJ,grave
seriously,A2,seriously,ADV,en serio
servant,B2,servant,NOUN,servidor
serve,A2,serve,VERB,atender
server,B1,server,NOUN,servidor
service,B1,service,NOUN,servicio
service,B1,service,NOUN,servicio
session,B1,session,NOUN,sesión
set,A2,set,VERB,colocar
set,A1,set,VERB,colocar
setback,B2,setback,NOUN,revés
setting,B1,set,VERB,configuración
settle,B1,settle,VERB,asentarse
settlement,B1,settlement,NOUN,asentamiento
settler,B1,settler,PROPN,colono
seven,A1,seven,NUM,Siete
seventeen,A1,seventeen,NUM,diecisiete
seventy,A1,seventy,NUM,setenta
several,A2,several,ADJ,varios
several,A2,several,ADJ,varios
severe,B1,severe,ADJ,severo
severely,B1,severely,ADV,severamente
sew,A2,sew,VERB,coser
sex,B1,sex,NOUN,sexo
sexism,B2,sexism,NOUN,sexismo
sexual,B2,sexual,ADJ,sexual
sexy,B2,sexy,ADJ,sexy
shabby,B2,shabby,ADJ,en mal estado
shade,A2,shade,NOUN,sombra
shadow,A2,shadow,NOUN,sombra
shadow,B1,shadow,NOUN,sombra
shadowy,B1,shadowy,PROPN,vago
shake,A1,shake,VERB,agitar
shake,B1,shake,VERB,agitar
shaken,B2,shaken,VERB,agitado
Shakespearean,B2,shakespearean,ADJ,shakesperiano
shaky,B2,shaky,PROPN,tembloroso
shall,A2,shall,AUX,deber
shallow,B1,shallow,ADJ,poco profundo
shame,B1,shame,PROPN,lástima
shameful,B1,shameful,ADJ,vergonzoso
shampoo,A2,shampoo,PROPN,champú
shape,A2,shape,NOUN,forma
shape,B1,shape,NOUN,forma
share,A2,share,NOUN,compartir
share,A1,share,NOUN,compartir
sharp,B1,sharp,ADJ,afilado
sharp,B2,sharp,ADJ,afilado
sharply,B2,sharply,ADV,bruscamente
shatter,B2,shatter,NOUN,romper
shave,B1,shave,NOUN,afeitar
she,A1,she,PRON,ella
shed,B2,shed,VERB,cobertizo
sheep,A1,sheep,NOUN,oveja
sheer,B1,sheer,ADJ,escarpado
sheet,B1,sheet,NOUN,hoja
shelf,A1,shelf,NOUN,estante
shell,A2,shell,PROPN,caparazón
shell,B2,shell,PROPN,caparazón
shelter,B1,shelter,NOUN,refugio
sheriff,B1,sheriff,PROPN,alguacil
shield,B2,shield,PROPN,blindaje
shift,B2,shift,NOUN,cambio
shift,B1,shift,NOUN,cambio
shine,A2,shine,VERB,brillar
shiny,B1,shiny,ADJ,brillante
ship,A1,ship,NOUN,barco
ship,B1,ship,NOUN,barco
shipping,B2,shipping,NOUN,envío
shipwreck,B2,shipwreck,PROPN,naufragio
shirt,A1,shirt,NOUN,camisa
shiver,B1,shiver,PROPN,temblar
shock,A2,shock,NOUN,choque
shock,B2,shock,NOUN,choque
shocked,B1,shock,VERB,sorprendido
shocking,B1,shocking,ADJ,chocante
shoe,A1,shoe,NOUN,zapato
shoot,A2,shoot,VERB,disparar
shooting,B2,shoot,VERB,tiroteo
shop,A1,shop,NOUN,comercio
shop,B1,shop,NOUN,comercio
shop assistant,A2,shop,PROPN,dependienta
shopkeeper,B2,shopkeeper,NOUN,tendero
shoplift,B2,shoplift,NOUN,hurtar en tiendas
shoplifter,B2,shoplifter,NOUN,ratero de tiendas
shoplifting,B2,shoplift,VERB,hurto
shopper,B1,shopper,PROPN,comprador
shopping,A1,shop,VERB,compras
shore,A2,shore,NOUN,costa
short,A1,short,ADJ,corto
short,A1,short,ADJ,corto
short/shorts,A2,short,ADJ,corto/pantalones cortos
shortage,B1,shortage,NOUN,escasez
shortly,B1,shortly,ADV,dentro de poco
shortness,B2,shortness,NOUN,falta
short-term,B2,short,ADJ,Corto plazo
shot,A2,shoot,VERB,disparo
should,A1,should,AUX,debería
shoulder,A1,shoulder,NOUN,hombro
shout,A2,shout,VERB,gritar
shout,B1,shout,VERB,gritar
show,A2,show,VERB,espectáculo
show,A1,show,VERB,espectáculo
showbiz,B2,showbiz,NOUN,el mundo del espectáculo
showcase,B2,showcase,NOUN,escaparate
shower,A1,shower,VERB,ducha
shower,B2,shower,VERB,ducha
shrimp,B1,shrimp,NOUN,camarón
shrink,B2,shrink,VERB,encoger
shrink,B2,shrink,VERB,encoger
shrug,B2,shrug,PROPN,encogimiento de hombros
shut,B1,shut,VERB,cerrar
shut,A2,shut,VERB,cerrar
shy,A1,shy,ADJ,tímido
sick,A1,sick,ADJ,enfermo
sickness,B1,sickness,PROPN,enfermedad
side,A1,side,NOUN,lado
sidewalk,B1,sidewalk,VERB,acera
sigh,B1,sigh,NOUN,suspiro
sigh,B2,sigh,NOUN,suspiro
sight,A1,sight,NOUN,vista
sightseeing,A2,sightsee,VERB,pasear
sign,A1,sign,NOUN,firmar
sign,B1,sign,NOUN,firmar
signal,B1,signal,NOUN,señal
signature,B1,signature,NOUN,firma
significance,B1,significance,NOUN,significado
significant,A2,significant,ADJ,significativo
significantly,B2,significantly,ADV,de modo significativo
signify,B2,signify,VERB,significar
signpost,B1,signpost,X,señalizar
silence,A2,silence,NOUN,silencio
silent,B1,silent,ADJ,silencioso
silently,A2,silently,ADV,silenciosamente
silk,B1,silk,NOUN,seda
silly,A2,silly,ADJ,tonto
silver,A2,silver,NOUN,plata
silver,A2,silver,NOUN,plata
silverware,B2,silverware,NOUN,cubiertos
similar,A2,similar,ADJ,similar
similarity,B1,similarity,NOUN,semejanza
similarly,B1,similarly,ADV,similarmente
simple,A2,simple,ADJ,simple
simplification,B2,simplification,NOUN,simplificación
simplify,B1,simplify,VERB,simplificar
simply,A2,simply,ADV,simplemente
simultaneous,B2,simultaneous,ADJ,simultáneo
simultaneously,B1,simultaneously,ADV,simultáneamente
since,B2,since,SCONJ,desde
since,B1,since,SCONJ,desde
since,A2,since,SCONJ,desde
sincere,B2,sincere,ADJ,sincero
sincerity,B2,sincerity,NOUN,sinceridad
sing,A1,sing,VERB,cantar
singer,A1,singer,NOUN,cantante
singing,A2,sing,VERB,cantando
single,A2,single,ADJ,soltero
single,B1,single,ADJ,soltero
singular,A2,singular,PROPN,singular
singular,A2,singular,PROPN,singular
sink,A2,sink,NOUN,hundir
sink,B1,sink,NOUN,hundir
sir,A1,sir,NOUN,Señor
sister,A1,sister,NOUN,hermana
sister-in-law,B2,sister,NOUN,cuñada
sit,A1,sit,VERB,sentarse
site,A1,site,NOUN,sitio
sitting room,A2,sitting,NOUN,salón
situation,A2,situation,NOUN,situación
six,A1,six,NUM,seis
sixteen,A1,sixteen,NUM,dieciséis
sixty,A1,sixty,PROPN,sesenta
size,A1,size,NOUN,tamaño
skate,A2,skate,NOUN,patinar
skate,B1,skate,NOUN,patinar
skateboard,B2,skateboard,PROPN,monopatín
skateboarder,B2,skateboarder,PROPN,patinador
skateboarding,A2,skateboard,VERB,patinar
skating,A2,skate,VERB,patinaje
skeleton,B1,skeleton,PROPN,esqueleto
sketch,B2,sketch,VERB,bosquejo
ski,A2,ski,NOUN,esquí
ski,B1,ski,NOUN,esquí
skiing,A2,ski,VERB,esquiar
skill,A1,skill,NOUN,habilidad
skilled,B2,skilled,ADJ,experto
skillful/skilful,B2,skillful,ADJ,hábil/hábil
skillfully/skilfully,B2,skillfully,ADV,hábilmente/hábilmente
skim,B2,skim,NOUN,desnatar
skin,B1,skin,NOUN,piel
skip,B2,skip,NOUN,saltar
skirt,A1,skirt,PROPN,falda
sky,A1,sky,NOUN,cielo
skylark,B2,skylark,PROPN,alondra
skyscraper,B1,skyscraper,NOUN,rascacielos
skyward,B2,skyward,ADV,hacia el cielo
slam,B2,slam,PROPN,golpe
slang,B2,slang,PROPN,jerga
slap,B2,slap,VERB,bofetada
slap,B2,slap,VERB,bofetada
slash,B2,slash,NOUN,barra oblicua
slaughter,B2,slaughter,NOUN,sacrificio
slave,A2,slave,NOUN,esclavo
slavery,B1,slavery,PROPN,esclavitud
sleep,B1,sleep,NOUN,dormir
sleep,A1,sleep,NOUN,dormir
sleepless,A2,sleepless,ADJ,insomne
sleepy,A2,sleepy,ADJ,somnoliento
sleeve,B1,sleeve,VERB,manga
slice,A2,slice,NOUN,rebanada
slice,B2,slice,NOUN,rebanada
slide,A2,slide,NOUN,deslizar
